"","ID","model","status","mu_UT_MLE","mu_UT_lower_bound","mu_UT_upper_bound","fitm_UT_MLE","fitm_UT_lower_bound","fitm_UT_upper_bound","mu_S_MLE","mu_S_lower_bound","mu_S_upper_bound","fitm_S_MLE","fitm_S_lower_bound","fitm_S_upper_bound","fitm_ratio_MLE","fitm_ratio_lower_bound","fitm_ratio_upper_bound","M_MLE","M_lower_bound","M_upper_bound","mu_off_MLE","mu_off_lower_bound","mu_off_upper_bound","S_MLE","S_lower_bound","S_upper_bound","mu_on_MLE","mu_on_lower_bound","mu_on_upper_bound","f_on_MLE","f_on_lower_bound","f_on_upper_bound","rel_div_on_MLE","rel_div_on_lower_bound","rel_div_on_upper_bound","mu_inc_MLE","mu_inc_lower_bound","mu_inc_upper_bound","LL","AIC","BIC"
"62","Baharoglu_Tob","hom_wo_fitm","success","1.92339367349197e-08","8.41554295120489e-09","3.25941891567763e-08","1","1","1","2.3338162048533e-08","8.49287618245256e-09","4.18096463253443e-08","1","1","1","1","1","1","1.21338456968936","0.260564119009136","4.96814603261673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-22.5263785630807","49.0527571261613","45.0527571261613"
"63","Baharoglu_Tob","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"64","Baharoglu_Tob","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"65","Baharoglu_Tob","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"66","Baharoglu_Tob","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"67","Baharoglu_Trim","no_SIM","success","2.32200787168524e-08","1.21476958256195e-08","3.65358385339709e-08","1","1","1","2.32200787168524e-08","1.21476958256195e-08","3.65358385339709e-08","1","1","1","1","1","1","1","1","1","2.32200787168524e-08","1.21476958256195e-08","3.65358385339709e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-26.570269904006","55.140539808012","54.7499777204461"
"68","Baharoglu_Trim","hom_wo_fitm","success","1.92339367349197e-08","8.41554295120489e-09","3.25941891567763e-08","1","1","1","4.0620302428746e-07","1.31923259823707e-07","7.90681065607435e-07","1","1","1","1","1","1","21.1190787349314","4.04744720567101","93.954848806782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-20.442691584823","44.8853831696461","40.8853831696461"
"69","Baharoglu_Trim","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"70","Baharoglu_Trim","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"71","Baharoglu_Trim","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"72","Baharoglu_Trim","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"73","Bulssico_Cip_1","no_SIM","success","2.25370299553182e-08","2.01650755048373e-08","2.50242628758989e-08","1","1","1","2.25370299553182e-08","2.01650755048373e-08","2.50242628758989e-08","1","1","1","1","1","1","1","1","1","2.25370299553182e-08","2.01650755048373e-08","2.50242628758989e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-821.119447970048","1644.2388959401","1647.33876236792"
"74","Bulssico_Cip_1","hom_wo_fitm","success","1.60413219628489e-08","1.37797098916259e-08","1.84389124947829e-08","1","1","1","1.068864103342e-07","9.1358208920039e-08","1.23464333236167e-07","1","1","1","1","1","1","6.66319213477195","4.95464192619212","8.95986448242992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-711.79493808516","1427.58987617032","1423.58987617032"
"75","Bulssico_Cip_1","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"76","Bulssico_Cip_1","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"77","Bulssico_Cip_1","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.83403079158372e-08","1.60465951381531e-08","2.07594946386077e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-741.991464483506","1487.98292896701","1494.18266182266"
"78","Bulssico_Cip_1","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"79","Bulssico_Cip_2","no_SIM","success","2.00167738594642e-08","1.79297944227784e-08","2.22010504422047e-08","1","1","1","2.00167738594642e-08","1.79297944227784e-08","2.22010504422047e-08","1","1","1","1","1","1","1","1","1","2.00167738594642e-08","1.79297944227784e-08","2.22010504422047e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-730.29785098417","1462.59570196834","1465.67087578357"
"80","Bulssico_Cip_2","hom_wo_fitm","success","1.48889504083003e-08","1.27605295724586e-08","1.7149841478947e-08","1","1","1","4.02078170790989e-08","3.44384503850667e-08","4.63426069876479e-08","1","1","1","1","1","1","2.70051386944534","2.00809146996158","3.63171502597122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-692.045911318279","1388.09182263656","1384.09182263656"
"81","Bulssico_Cip_2","hom_fitm","success","1.58768092621506e-08","1.33446679235913e-08","1.8579274282534e-08","0.909492706215249","0.803793988566012","1.0331066160233","4.28289778960135e-08","3.60062971643158e-08","5.010449459439e-08","0.909492706215249","0.803793988566012","1.0331066160233","1","1","1","2.69758093007486","2.36654046821456","3.07598683717276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-690.971863624943","1387.94372724989","1397.16924869559"
"82","Bulssico_Cip_2","hom_fitm_unconstr","success","1.48254444590952e-08","1.21168771148638e-08","1.77374798178895e-08","1.00619241133799","0.850343192436269","1.20101820282925","4.63768536310127e-08","3.83866304042518e-08","5.48491084551734e-08","0.802472461604027","0.669436956347476","0.968180090816256","0.797533804232269","0.557391182556999","1.13857569441155","3.12819313842299","2.16415357753","4.52667035699239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-689.424758881985","1386.84951776397","1388.99986539444"
"83","Bulssico_Cip_2","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.64426009441697e-08","1.43591157733603e-08","1.86466801930341e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-700.464671727918","1404.92934345584","1411.0796910863"
"84","Bulssico_Cip_2","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.12358801109498e-06","1.68440058426828e-08","2.76919282492368","1.48872015737826e-08","1.2757233664432e-08","1.71457404680844e-08","13.7715371044044","7.5518412800736","90.2252288732477","2.94740708335916e-14","2.39468295768803e-19","1.86127600219275","0.999999856237845","0.99999966468968","0.999999983168267","5.38181735313861e-07","0","0.952171855639313","1.97982614042773e-06","1.22726134728063e-11","125270392.831132","-689.465310377313","1386.93062075463","1399.23131601556"
"85","Bulssico_Cip_3","no_SIM","success","1.61583415050984e-08","1.42403882295796e-08","1.81965302854027e-08","1","1","1","1.61583415050984e-08","1.42403882295796e-08","1.81965302854027e-08","1","1","1","1","1","1","1","1","1","1.61583415050984e-08","1.42403882295796e-08","1.81965302854027e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-684.608796713439","1371.21759342688","1374.24147394772"
"86","Bulssico_Cip_3","hom_wo_fitm","success","1.11358870464896e-08","9.34859618061735e-09","1.30641061012501e-08","1","1","1","9.0355907207998e-08","7.43109082206002e-08","1.08109356673498e-07","1","1","1","1","1","1","8.1139389103701","5.68817396649046","11.5642343069266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-589.525078585073","1183.05015717015","1179.05015717015"
"87","Bulssico_Cip_3","hom_fitm","success","1.11869946501275e-08","9.18506065561748e-09","1.3364209987174e-08","0.992245049199594","0.860621574744437","1.14973050364666","9.06435475820793e-08","7.3837099350772e-08","1.09354018811554e-07","0.992245049199594","0.860621574744437","1.14973050364666","1","1","1","8.10258254490596","6.77397170365816","9.59991658939041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-589.51951629854","1185.03903259708","1194.11067415962"
"88","Bulssico_Cip_3","hom_fitm_unconstr","success","1.15128494878511e-08","9.30900843868627e-09","1.39060831635167e-08","0.944536405601433","0.778245789887856","1.15742049310695","8.86450787295801e-08","7.1282130068617e-08","1.08098039101398e-07","1.04745116444269","0.851881015809777","1.30093948658014","1.10895795887902","0.736016876220164","1.67163061269834","7.69966452033641","5.12596747987451","11.6121969180053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-589.274118437493","1186.54823687499","1188.59599791668"
"89","Bulssico_Cip_3","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.32431990239439e-08","1.13937864991349e-08","1.52222392731592e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-628.151510182117","1260.30302036423","1266.35078140593"
"90","Bulssico_Cip_3","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.99434154878764","1.11022302487688e-16","6829.6079980147","1.11357642957596e-08","9.34844727296631e-09","1.30639174747169e-08","7.57453095327615","5.17739811352546","2402.44606079772","1.16222089791836e-06","3.8974872085239e-34","Inf","0.0676642731421756","0","1","1.05663330440616","0","898.630649203636","104.368309803479","2.51725284029293e-26","Inf","-589.433319304429","1186.86663860886","1198.96216069224"
"91","Bulssico_Cip","no_SIM","success","1.9214234996558e-08","1.79791499988357e-08","2.04867534706865e-08","1","1","1","1.9214234996558e-08","1.79791499988357e-08","2.04867534706865e-08","1","1","1","1","1","1","1","1","1","1.9214234996558e-08","1.79791499988357e-08","2.04867534706865e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2208.15408148151","4418.30816296302","4422.47358081725"
"92","Bulssico_Cip","hom_wo_fitm","success","1.38524637803946e-08","1.26486272264844e-08","1.5102324773351e-08","1","1","1","5.87531915427654e-08","5.32966671986752e-08","6.44575808621334e-08","1","1","1","1","1","1","4.24135319710554","3.52903728389689","5.09601395534597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2020.29554331363","4044.59108662726","4040.59108662726"
"93","Bulssico_Cip","hom_fitm","success","1.39349886177342e-08","1.25513745362015e-08","1.53794188978805e-08","0.991110468255687","0.919774105720185","1.06961205553996","5.90618479999682e-08","5.30420179681607e-08","6.53889688373277e-08","0.991110468255687","0.919774105720185","1.06961205553996","1","1","1","4.23838509095041","3.88870283644976","4.60272427106811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2020.26868770893","4046.53737541787","4059.03362898056"
"94","Bulssico_Cip","hom_fitm_unconstr","success","1.37250694521756e-08","1.22130370242868e-08","1.53064901789512e-08","1.01393502758954","0.915640272597854","1.1263162523723","5.99792661723273e-08","5.33305690610188e-08","6.69847644973158e-08","0.965249415879812","0.865569231267593","1.07959098099994","0.95198349954881","0.76849573061251","1.17905580751371","4.37005192442359","3.48418013780564","5.48469347666022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2020.06542253257","4048.13084506514","4052.4616807736"
"95","Bulssico_Cip","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.64115831354697e-08","1.51861747969757e-08","1.76783631746419e-08","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-2114.64317825645","4233.2863565129","4241.61719222136"
"96","Bulssico_Cip","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.31209172270324","1.11022302477667e-16","3131.49281559952","1.38520943416461e-08","1.26479671215417e-08","1.51019241858406e-08","3.60170616437115","2.79881502498384","795.222676931136","7.42833525117887e-07","2.68589392394096e-34","Inf","0.0629363178184341","0","1","0.955981535008268","0","739.070777164259","53.6260804176428","1.5150862753706e-26","Inf","-2020.11435830635","4048.22871661271","4064.89038802963"
"97","Cortes_Cm_opto","no_SIM","success","6.35981483894001e-09","5.47773666641922e-09","7.2765012929138e-09","1","1","1","6.35981483894001e-09","5.47773666641922e-09","7.2765012929138e-09","1","1","1","1","1","1","1","1","1","6.35981483894001e-09","5.47773666641922e-09","7.2765012929138e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-315.05955443736","632.11910887472","634.229982738893"
"98","Cortes_Cm_opto","hom_wo_fitm","success","5.35188120009196e-09","4.27649643977606e-09","6.50053231405569e-09","1","1","1","7.83343157263274e-09","6.41421318884912e-09","9.30596528551912e-09","1","1","1","1","1","1","1.46367814975006","0.986721222042089","2.17607226302437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-311.4957734108","626.9915468216","622.9915468216"
"99","Cortes_Cm_opto","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"100","Cortes_Cm_opto","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"101","Cortes_Cm_opto","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"102","Cortes_Cm_opto","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"103","Cortes_Cm_rif","no_SIM","success","1.25815511792785e-08","1.10257263963275e-08","1.41630737715521e-08","1","1","1","1.25815511792785e-08","1.10257263963275e-08","1.41630737715521e-08","1","1","1","1","1","1","1","1","1","1.25815511792785e-08","1.10257263963275e-08","1.41630737715521e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-337.256459232125","676.512918464249","678.573361474796"
"104","Cortes_Cm_rif","hom_wo_fitm","success","1.2902024128317e-08","1.07386612380269e-08","1.51093916232711e-08","1","1","1","1.22383587386673e-08","1.00219589268393e-08","1.45172342866165e-08","1","1","1","1","1","1","0.948561141798435","0.663293346067206","1.35186630482477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-337.170629865192","678.341259730385","674.341259730385"
"105","Cortes_Cm_rif","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"106","Cortes_Cm_rif","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"107","Cortes_Cm_rif","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"108","Cortes_Cm_rif","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"109","Cortes_Ery_opto","no_SIM","success","4.66607198685525e-09","3.99019692653683e-09","5.37641818050003e-09","1","1","1","4.66607198685525e-09","3.99019692653683e-09","5.37641818050003e-09","1","1","1","1","1","1","1","1","1","4.66607198685525e-09","3.99019692653683e-09","5.37641818050003e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-304.945595752883","611.891191505767","614.00206536994"
"110","Cortes_Ery_opto","hom_wo_fitm","success","5.35188120009196e-09","4.27649643977606e-09","6.50053231405569e-09","1","1","1","4.18307290977448e-09","3.33685172185154e-09","5.09325650421846e-09","1","1","1","1","1","1","0.781607953050716","0.513319765311601","1.19098813151009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-303.627149744258","611.254299488516","607.254299488516"
"111","Cortes_Ery_opto","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"112","Cortes_Ery_opto","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"113","Cortes_Ery_opto","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"114","Cortes_Ery_opto","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"115","Cortes_Ery_rif","no_SIM","success","1.39875398893243e-08","1.22025202331882e-08","1.57926867149511e-08","1","1","1","1.39875398893243e-08","1.22025202331882e-08","1.57926867149511e-08","1","1","1","1","1","1","1","1","1","1.39875398893243e-08","1.22025202331882e-08","1.57926867149511e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-258.308029503326","518.616059006652","520.466206608362"
"116","Cortes_Ery_rif","hom_wo_fitm","success","1.2902024128317e-08","1.07386612380269e-08","1.51093916232711e-08","1","1","1","1.61000879856182e-08","1.30275953696045e-08","1.91942740347563e-08","1","1","1","1","1","1","1.24787303337018","0.862218393329599","1.7873991561245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-256.93331784285","517.8666356857","513.8666356857"
"117","Cortes_Ery_rif","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"118","Cortes_Ery_rif","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"119","Cortes_Ery_rif","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"120","Cortes_Ery_rif","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"121","Cortes_Pen_opto","no_SIM","success","6.90674330124734e-09","5.88325028305184e-09","7.98527323516554e-09","1","1","1","6.90674330124734e-09","5.88325028305184e-09","7.98527323516554e-09","1","1","1","1","1","1","1","1","1","6.90674330124734e-09","5.88325028305184e-09","7.98527323516554e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-319.759164533973","641.518329067945","643.629202932119"
"122","Cortes_Pen_opto","hom_wo_fitm","success","5.35188120009196e-09","4.27649643977606e-09","6.50053231405569e-09","1","1","1","1.3457890737307e-08","1.06553919642441e-08","1.64861178144412e-08","1","1","1","1","1","1","2.51460939324956","1.63915683354187","3.85505238846978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-304.18084573159","612.361691463179","608.361691463179"
"123","Cortes_Pen_opto","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"124","Cortes_Pen_opto","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"125","Cortes_Pen_opto","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"126","Cortes_Pen_opto","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"127","Cortes_Pen_rif","no_SIM","success","1.27440910142027e-08","1.10375511792958e-08","1.44978425504329e-08","1","1","1","1.27440910142027e-08","1.10375511792958e-08","1.44978425504329e-08","1","1","1","1","1","1","1","1","1","1.27440910142027e-08","1.10375511792958e-08","1.44978425504329e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-278.807199033212","559.614398066425","561.63974975716"
"128","Cortes_Pen_rif","hom_wo_fitm","success","1.2902024128317e-08","1.07386612380269e-08","1.51093916232711e-08","1","1","1","1.24792928974312e-08","9.77773280418467e-09","1.53974133156945e-08","1","1","1","1","1","1","0.967235278226","0.647129483964481","1.43382987640679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-278.78027382537","561.560547650741","557.560547650741"
"129","Cortes_Pen_rif","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"130","Cortes_Pen_rif","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"131","Cortes_Pen_rif","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"132","Cortes_Pen_rif","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"133","Dapa_MMC_24h","no_SIM","success","1.60971273594776e-08","1.3896298998603e-08","1.84417093654721e-08","1","1","1","1.60971273594776e-08","1.3896298998603e-08","1.84417093654721e-08","1","1","1","1","1","1","1","1","1","1.60971273594776e-08","1.3896298998603e-08","1.84417093654721e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-262.248778435425","526.497556870851","528.879583505525"
