"","ID","model","status","mu_UT_MLE","mu_UT_lower_bound","mu_UT_upper_bound","fitm_UT_MLE","fitm_UT_lower_bound","fitm_UT_upper_bound","mu_S_MLE","mu_S_lower_bound","mu_S_upper_bound","fitm_S_MLE","fitm_S_lower_bound","fitm_S_upper_bound","fitm_ratio_MLE","fitm_ratio_lower_bound","fitm_ratio_upper_bound","M_MLE","M_lower_bound","M_upper_bound","mu_off_MLE","mu_off_lower_bound","mu_off_upper_bound","S_MLE","S_lower_bound","S_upper_bound","mu_on_MLE","mu_on_lower_bound","mu_on_upper_bound","f_on_MLE","f_on_lower_bound","f_on_upper_bound","rel_div_on_MLE","rel_div_on_lower_bound","rel_div_on_upper_bound","mu_inc_MLE","mu_inc_lower_bound","mu_inc_upper_bound","LL","AIC","BIC"
"206","Frenoy_Nor_2","hom_wo_fitm","success","5.66031839720341e-09","4.41808864774722e-09","6.99393235891972e-09","1","1","1","4.11914474660219e-08","2.48313132776174e-08","6.28790072920209e-08","1","1","1","1","1","1","7.27723152223615","3.55040798270643","14.2321742059392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-126.008451397961","256.016902795923","252.016902795923"
"207","Frenoy_Nor_2","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"208","Frenoy_Nor_2","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"209","Frenoy_Nor_2","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"210","Frenoy_Nor_2","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"211","Frenoy_Nor_3","no_SIM","success","7.10305076606339e-09","5.86151561781462e-09","8.43203629905095e-09","1","1","1","7.10305076606339e-09","5.86151561781462e-09","8.43203629905095e-09","1","1","1","1","1","1","1","1","1","7.10305076606339e-09","5.86151561781462e-09","8.43203629905095e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-184.044006473481","370.088012946963","371.959213957871"
"212","Frenoy_Nor_3","hom_wo_fitm","success","5.66031839720341e-09","4.41808864774722e-09","6.99393235891972e-09","1","1","1","5.06136121252899e-08","3.51158804433567e-08","6.91887955644642e-08","1","1","1","1","1","1","8.94183128466705","5.02090650027113","15.660345701697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-151.493762222534","306.987524445067","302.987524445067"
"213","Frenoy_Nor_3","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"214","Frenoy_Nor_3","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"215","Frenoy_Nor_3","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"216","Frenoy_Nor_3","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"217","Frenoy_Nor_4","no_SIM","success","6.9363847849264e-09","5.70866473845755e-09","8.25121448648423e-09","1","1","1","6.9363847849264e-09","5.70866473845755e-09","8.25121448648423e-09","1","1","1","1","1","1","1","1","1","6.9363847849264e-09","5.70866473845755e-09","8.25121448648423e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-175.177553664571","352.355107329142","354.22630834005"
"218","Frenoy_Nor_4","hom_wo_fitm","success","5.66031839720341e-09","4.41808864774722e-09","6.99393235891972e-09","1","1","1","3.16458918478154e-08","2.12933589074378e-08","4.43709721108089e-08","1","1","1","1","1","1","5.59083246332056","3.04454744694253","10.0430244045541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-154.691786908188","313.383573816376","309.383573816376"
"219","Frenoy_Nor_4","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"220","Frenoy_Nor_4","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"221","Frenoy_Nor_4","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"222","Frenoy_Nor_4","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"223","Frenoy_Nor_5","no_SIM","success","7.12609681425627e-09","5.87982501172078e-09","8.46048100749327e-09","1","1","1","7.12609681425627e-09","5.87982501172078e-09","8.46048100749327e-09","1","1","1","1","1","1","1","1","1","7.12609681425627e-09","5.87982501172078e-09","8.46048100749327e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-202.888956022035","407.777912044069","409.689935049497"
"224","Frenoy_Nor_5","hom_wo_fitm","success","5.66031839720341e-09","4.41808864774722e-09","6.99393235891972e-09","1","1","1","1.08004912005548e-07","7.39474249195339e-08","1.49309826636497e-07","1","1","1","1","1","1","19.0810665454632","10.573082655743","33.795117875833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-155.26190952981","314.523819059621","310.523819059621"
"225","Frenoy_Nor_5","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"226","Frenoy_Nor_5","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"227","Frenoy_Nor_5","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"228","Frenoy_Nor_5","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"229","Frenoy_Nor_6","no_SIM","success","6.73098165585114e-09","5.49065153784223e-09","8.06037863198073e-09","1","1","1","6.73098165585114e-09","5.49065153784223e-09","8.06037863198073e-09","1","1","1","1","1","1","1","1","1","6.73098165585114e-09","5.49065153784223e-09","8.06037863198073e-09","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-176.291478492404","354.582956984808","356.454157995716"
"230","Frenoy_Nor_6","hom_wo_fitm","success","5.66031839720341e-09","4.41808864774722e-09","6.99393235891972e-09","1","1","1","9.72079320718593e-08","6.01973121789159e-08","1.45018699950612e-07","1","1","1","1","1","1","17.1735802211916","8.60707669014602","32.8238547283465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-144.654453810101","293.308907620202","289.308907620202"
"231","Frenoy_Nor_6","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"232","Frenoy_Nor_6","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"233","Frenoy_Nor_6","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"234","Frenoy_Nor_6","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"235","Frenoy_Nor_7","no_SIM","success","2.56743517328235e-08","2.16129769624265e-08","2.99558079558174e-08","1","1","1","2.56743517328235e-08","2.16129769624265e-08","2.99558079558174e-08","1","1","1","1","1","1","1","1","1","2.56743517328235e-08","2.16129769624265e-08","2.99558079558174e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-185.37527754118","372.750555082359","374.621756093267"
"236","Frenoy_Nor_7","hom_wo_fitm","success","2.10815498348501e-08","1.69117770929834e-08","2.54696802137476e-08","1","1","1","9.56352762445807e-08","6.92226461161573e-08","1.26260062151316e-07","1","1","1","1","1","1","4.53644428392476","2.71784512154155","7.46580690232138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-162.802259911537","329.604519823073","325.604519823073"
"237","Frenoy_Nor_7","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"238","Frenoy_Nor_7","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"239","Frenoy_Nor_7","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"240","Frenoy_Nor_7","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"241","Frenoy_Nor","no_SIM","success","1.05782599784526e-08","9.75849923859792e-09","1.14244287019462e-08","1","1","1","1.05782599784526e-08","9.75849923859792e-09","1.14244287019462e-08","1","1","1","1","1","1","1","1","1","1.05782599784526e-08","9.75849923859792e-09","1.14244287019462e-08","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1196.18701971157","2394.37403942314","2398.11383233532"
"242","Frenoy_Nor","hom_wo_fitm","success","8.32314969249948e-09","7.5065122344652e-09","9.16988408837401e-09","1","1","1","5.25903891993966e-08","4.51933598047482e-08","6.06267210271056e-08","1","1","1","1","1","1","6.3185682274571","4.92845486041055","8.07654995201976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1057.83175666907","2119.66351333814","2115.66351333814"
"243","Frenoy_Nor","hom_fitm","success","7.56720984026153e-09","6.45586842429688e-09","8.78085596323384e-09","1.07627720966203","0","1.17577675316823","4.94497121144077e-08","4.16939174712593e-08","5.80746643365356e-08","1.07627720966203","0","1.17577675316823","1","1","1","6.53473514786246","0.668829803808632","7.29631884049872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1056.42764608823","2118.85529217647","2130.07467091301"
"244","Frenoy_Nor","hom_fitm_unconstr","success","6.56841860824996e-09","5.46327854675209e-09","7.78959820127986e-09","1.19723439027219","0","1.3328526095115","6.67982545274984e-08","5.4226323981181e-08","8.13218433439503e-08","0.74733513120117","0","0.898199921494077","0.624217895237094","0","Inf","10.1696098424055","6.96137625844057","14.8851724560696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1046.84663975128","2101.69327950256","2105.17286532692"
"245","Frenoy_Nor","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.62846920869292e-09","7.80868388257587e-09","9.47732567921761e-09","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-1072.02375202793","2148.04750405587","2155.52708988023"
"246","Frenoy_Nor","het_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.16539445118601e-06","1.48690692218004e-07","6.93606383260996","8.32249279104158e-09","7.50520853218115e-09","9.16841553751365e-09","29.8946802245674","20.7378923806913","68.0288996541157","5.77037236477465e-14","8.00126710325118e-16","7.86247816675481","0.999999768070283","0.999999556640016","0.999999925653235","6.6235261918184e-07","0","0.880837180609875","6.93346634194257e-06","7.43439332226759e-08","945791462.95926","-1053.09584583335","2114.1916916667","2129.15086331541"
"247","Giroux_Trim","no_SIM","success","2.40854478174497e-07","2.15441998218641e-07","2.6629962931318e-07","1","1","1","2.40854478174497e-07","2.15441998218641e-07","2.6629962931318e-07","1","1","1","1","1","1","1","1","1","2.40854478174497e-07","2.15441998218641e-07","2.6629962931318e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-459.089421608367","920.178843216733","922.273187778956"
"248","Giroux_Trim","hom_wo_fitm","success","2.08200741311532e-07","1.80970774395962e-07","2.35053372373425e-07","1","1","1","1.13875579011424e-06","1.01133908976122e-06","1.26087698453377e-06","1","1","1","1","1","1","5.46950881606282","4.30259340484819","6.96729617664665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-380.967911653278","765.935823306557","761.935823306557"
"249","Giroux_Trim","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"250","Giroux_Trim","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"251","Giroux_Trim","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"252","Giroux_Trim","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"253","Hocquet_Met_ami","no_SIM","success","1.93548384183453e-07","0","Inf","1","1","1","1.93548384183453e-07","0","Inf","1","1","1","1","1","1","1","1","1","1.93548384183453e-07","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-111.826129050114","225.652258100228","225.444017569456"
"254","Hocquet_Met_ami","hom_wo_fitm","success","1.05483869379982e-07","0","Inf","1","1","1","1.62162159721272e-06","0","Inf","1","1","1","1","1","1","15.3731713364741","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-107.270074049605","218.540148099209","214.540148099209"
"255","Hocquet_Met_ami","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"256","Hocquet_Met_ami","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"257","Hocquet_Met_ami","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"258","Hocquet_Met_ami","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"259","Hocquet_Met_cef","no_SIM","success","1.05555553966717e-07","0","Inf","1","1","1","1.05555553966717e-07","0","Inf","1","1","1","1","1","1","1","1","1","1.05555553966717e-07","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.4959308156228","98.9918616312455","98.7836211004736"
"260","Hocquet_Met_cef","hom_wo_fitm","success","6.66666656631894e-08","0","Inf","1","1","1","1.05555553966717e-07","0","Inf","1","1","1","1","1","1","1.58333333333333","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.9691414768333","103.938282953667","99.9382829536666"
"261","Hocquet_Met_cef","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"262","Hocquet_Met_cef","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"263","Hocquet_Met_cef","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"264","Hocquet_Met_cef","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"265","Hocquet_Met_cipro","no_SIM","success","7.56249988616805e-08","0","Inf","1","1","1","7.56249988616805e-08","0","Inf","1","1","1","1","1","1","1","1","1","7.56249988616805e-08","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-63.7548041226856","129.509608245371","129.301367714599"
"266","Hocquet_Met_cipro","hom_wo_fitm","success","3.06249995390277e-08","0","Inf","1","1","1","8.32568794807492e-08","0","Inf","1","1","1","1","1","1","2.71859202396555","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66.4241795455055","136.848359091011","132.848359091011"
"267","Hocquet_Met_cipro","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"268","Hocquet_Met_cipro","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"269","Hocquet_Met_cipro","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"270","Hocquet_Met_cipro","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"271","Hocquet_Met_imi","no_SIM","success","3.11079540772127e-08","0","Inf","1","1","1","3.11079540772127e-08","0","Inf","1","1","1","1","1","1","1","1","1","3.11079540772127e-08","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-84.9885483782948","171.97709675659","171.768856225818"
"272","Hocquet_Met_imi","hom_wo_fitm","success","3.11079540772127e-08","0","Inf","1","1","1","2.33463031505333e-08","0","Inf","1","1","1","1","1","1","0.750493044080806","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-85.8503804030843","175.700760806169","171.700760806169"
"273","Hocquet_Met_imi","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"274","Hocquet_Met_imi","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"275","Hocquet_Met_imi","het_zero_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"276","Hocquet_Met_imi","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"277","Mo_Amp_MG1655","no_SIM","success","3.18302382476767e-08","0","Inf","1","1","1","3.18302382476767e-08","0","Inf","1","1","1","1","1","1","1","1","1","3.18302382476767e-08","0","Inf","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.0256936021967","104.051387204393","104.536293854181"
"278","Mo_Amp_MG1655","hom_wo_fitm","success","2.65251985397306e-08","0","Inf","1","1","1","2.13143868905401e-08","0","Inf","1","1","1","1","1","1","0.803552397868561","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.0161327862609","114.032265572522","110.032265572522"
"279","Mo_Amp_MG1655","hom_fitm","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"280","Mo_Amp_MG1655","hom_fitm_unconstr","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"281","Mo_Amp_MG1655","het_zero_div","success",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.12232038481339e-07","4.95435079784792e-08","2.03159790315358e-07","1","1","1",NA,NA,NA,NA,NA,NA,"1","1","1",NA,NA,NA,"-30.5063330854489","65.0126661708978","65.9824794704738"
"282","Mo_Amp_MG1655","het_div","failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-Inf","-Inf","-Inf"
"283","Mo_Amp_SulA","no_SIM","success","1.54412060371819e-07","9.28234965067914e-08","2.31614305262269e-07","1","1","1","1.54412060371819e-07","9.28234965067914e-08","2.31614305262269e-07","1","1","1","1","1","1","1","1","1","1.54412060371819e-07","9.28234965067914e-08","2.31614305262269e-07","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.0986206484886","124.197241296977","124.682147946765"
"284","Mo_Amp_SulA","hom_wo_fitm","success","5.893909538003e-09","0","Inf","1","1","1","1.62857140405791e-07","1.3343510130536e-07","7.15018079090509e-07","1","1","1","1","1","1","27.6314285714286","0","Inf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-71.4312926769375","146.862585353875","142.862585353875"
