"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","N0",163.056966457088,0.827060854610011,163.099519648578,0.740581788035001,0.6116,0.4201,0.5403
"2","N1",164.96701603157,2.73711042909201,165.096048289635,2.73711042909201,0.585,0.3734,0.4821
"3","N2",165.880836953755,3.650931351277,166.141706518972,3.78276865842901,0.4532,0.4912,0.4818
"4","HOM0",165.056896036094,2.826990433616,165.185928294159,2.826990433616,0.6254,0.4118,0.541
"5","HOM1",166.966762841648,4.73685723917001,167.227632406865,4.86869454632202,0.596,0.3572,0.4856
"6","HOM2",167.875043113816,5.64513751133799,168.314603553377,5.955665692834,0.4753,0.4811,0.4832
"7","HET0",162.229905602478,0,162.358937860543,0,0.3072,0.5053,0.388
"8","HET2",167.207257723941,4.97735212146301,167.646818163502,5.287880302959,0.615,0.6092,0.6727
