"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","no_SIM_wo_fitm",149.8514783977,3.02668920369598,149.894031589189,2.94021013712,0.7545,0.6295,0.7802
"2","no_SIM_fitm",146.824789194004,0,146.953821452069,0,0.528,0.4147,0.4792
"3","no_SIM_fitm_unconstr",148.344650323,1.51986112899598,148.605519888217,1.651698436148,0.6237,0.3399,0.4955
"4","hom_wo_fitm",151.514226226973,4.68943703296898,151.643258485037,4.68943703296799,0.6141,0.7547,0.7771
"5","hom_fitm",148.542818522226,1.718029328222,148.803688087444,1.84986663537498,0.3879,0.5493,0.4789
"6","hom_fitm_unconstr",149.986235139742,3.161445945738,150.425795579302,3.47197412723298,0.4709,0.4784,0.4821
"7","het_zero_div",147.343210557092,0.518421363087981,147.472242815156,0.518421363086986,0.392,0.7789,0.6427
"8","het_div",151.343210596725,4.51842140272097,151.782771036285,4.82894958421599,0.4062,0.7676,0.6399
