"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","N0",254.099211529844,0,254.224211529844,0,0.5995,0.1735,0.3805
"2","N1",256.09878268826,1.99957115841596,256.485879462454,2.26166793261001,0.575,0.1806,0.3655
"3","N2",257.98709837239,3.88788684254598,258.78709837239,4.56288684254599,0.5106,0.2501,0.3721
"4","HOM0",255.689790344978,1.59057881513399,256.076887119171,1.85267558932696,0.6592,0.1386,0.3871
"5","HOM1",257.67682105423,3.57760952438599,258.47682105423,4.252609524386,0.6181,0.1334,0.3383
"6","HOM2",258.241198084805,4.14198655496097,259.620508429632,5.39629689978801,0.3523,0.3889,0.349
"7","HET0",256.099211545772,2.00000001592798,256.486308319966,2.26209679012197,0.5912,0.1797,0.3759
"8","HET2",258.547976999514,4.44876546966998,259.927287344342,5.70307581449799,0.6602,0.486,0.635
