"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","no_SIM_wo_fitm",48.3020090887358,0.0997120849972006,49.6353424220691,0,0.4536,0.6232,0.6082
"2","no_SIM_fitm",50.1469606592483,1.9446636555097,56.1469606592483,6.5116182371792,0.3285,0.5809,0.4773
"3","no_SIM_fitm_unconstr",52.1169648903648,3.9146678866262,76.1169648903648,26.4816224682957,0.3119,0.6303,0.4857
"4","hom_wo_fitm",49.5696826419146,1.367385638176,55.5696826419146,5.9343402198455,0.409,0.8599,0.6681
"5","hom_fitm",51.1643074045749,2.9620104008363,75.1643074045749,25.5289649825058,0.2317,0.8324,0.4507
"6","hom_fitm_unconstr",50.3208515383552,2.1185545346166,Inf,Inf,0.453,0.3676,0.4657
"7","het_zero_div",48.2022970037386,0,54.2022970037386,4.5669545816695,0.3553,0.8139,0.5877
"8","het_div",Inf,Inf,Inf,Inf,0,0,0
