"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","N0",171.97709675659,118.069906690896,172.97709675659,115.069906690896,0,0,0
"2","N1",53.9071900656939,0,57.9071900656939,0,0.2933,0.7208,0.5415
"3","N2",55.8527702383626,1.94558017266871,67.8527702383626,9.9455801726687,0.3147,0.686,0.5465
"4","HOM0",175.700760806169,121.793570740475,179.700760806169,121.793570740475,0,0,0
"5","HOM1",55.9021477115991,1.9949576459052,67.9021477115991,9.9949576459052,0.303,0.7136,0.5421
"6","HOM2",57.0081314654592,3.1009413997653,97.0081314654592,39.1009413997653,0.5227,0.4318,0.5558
"7","HET0",53.9145536619409,0.00736359624700356,57.9145536619409,0.00736359624700356,0.2764,0.6894,0.5046
"8","HET2",57.5092978536614,3.6021077879675,97.5092978536614,39.6021077879675,0.2737,0.5035,0.3986
