"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","no_SIM_wo_fitm",227.383466259839,0.540144742232002,227.426019451328,0.453665675656993,0.6702,0.2484,0.445
"2","no_SIM_fitm",229.376218864034,2.53289734642701,229.505251122098,2.53289734642701,0.6921,0.2571,0.4585
"3","no_SIM_fitm_unconstr",230.095659796355,3.252338278748,230.356529361572,3.384175585901,0.8138,0.1474,0.5166
"4","hom_wo_fitm",226.843321517607,0,226.972353775671,0,0.3015,0.6334,0.4639
"5","hom_fitm",228.841107599509,1.99778608190201,229.101977164727,2.12962338905601,0.299,0.6358,0.4674
"6","hom_fitm_unconstr",229.188801785292,2.34548026768499,229.628362224852,2.656008449181,0.4662,0.4843,0.4751
"7","het_zero_div",227.027954668821,0.184633151214001,227.156986926885,0.184633151214001,0.4581,0.3127,0.3623
"8","het_div",232.146825005466,5.30350348785902,232.586385445026,5.614031669355,0.6125,0.2687,0.4231
