"","model","AIC","Delta_AIC","AIC_corr","Delta_AIC_corr","p_value_UT","p_value_S","p_value_joint"
"1","no_SIM_wo_fitm",76.3462010782171,2.52055245002131,76.7462010782172,0,0.9534,0.0709,0.3087
"2","no_SIM_fitm",76.2695497196006,2.44390109140481,77.602883052934,0.856681974716807,0.9912,0.3262,0.7626
"3","no_SIM_fitm_unconstr",73.8256486281958,0,76.8256486281958,0.079447549978596,0.774,0.3421,0.5098
"4","hom_wo_fitm",126.665661770611,52.8400131424152,127.998995103944,51.2527940257268,9.9999999999989e-05,9.9999999999989e-05,0
"5","hom_fitm",75.9313117983367,2.1056631701409,78.9313117983367,2.1851107201195,0.8938,0.2681,0.5817
"6","hom_fitm_unconstr",74.6732028311444,0.847554202948601,80.3874885454301,3.6412874672129,0.8476,0.5131,0.6779
"7","het_zero_div",75.6052632184517,1.7796145902559,76.938596551785,0.1923954735678,0.9722,0.1625,0.5161
"8","het_div",77.7035130846891,3.87786445649331,83.4177987989748,6.6715977207576,0.8965,0.5239,0.7913
